song,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,genre
Live Fast Die Young,Hollywood Undead,0.0834,0.574,221362,0.894,0.0,7,0.0778,-4.011,0,0.0629,89.979,4,0.4579999999999999,56,metal
Something to Believe,Hollywood Undead,0.0295,0.654,201609,0.855,0.0,0,0.432,-4.722,1,0.0545,130.966,4,0.7140000000000001,55,metal
Bullet - Single Version,Hyro The Hero,4.67e-5,0.59,173733,0.857,6.4e-6,6,0.284,-3.982,0,0.0831,110.027,4,0.652,53,metal
Love Bites,Ice Nine Kills,0.0017699999999999,0.416,180053,0.784,0.0,7,0.193,-4.709,1,0.037,82.425,4,0.2,51,metal
Merry Axe-Mas,Ice Nine Kills,5.379999999999999e-5,0.344,198880,0.99,0.0,11,0.639,-2.736,1,0.141,175.072,4,0.207,51,metal
SAVAGES,Ice Nine Kills,0.000361,0.476,177853,0.99,3.25e-6,6,0.409,-2.24,1,0.133,130.97,4,0.406,53,metal
Stabbing In The Dark,Ice Nine Kills,0.00123,0.345,276867,0.943,0.0,10,0.0609,-4.184,0,0.144,164.954,4,0.293,63,metal
Wake,Ihsahn,1.6100000000000002e-5,0.303,265253,0.921,2.19e-5,0,0.268,-4.664,1,0.0902,179.951,3,0.153,15,metal
(This Is Our) House,In Flames,6.68e-5,0.521,258773,0.984,0.018,10,0.3329999999999999,-4.957,0,0.0817,132.039,4,0.465,42,metal
Burn,In Flames,4.8e-5,0.522,223720,0.971,0.0534,6,0.054,-4.59,1,0.109,114.992,4,0.195,48,metal
Deep Inside,In Flames,8.65e-5,0.487,261296,0.946,0.0135,10,0.139,-5.138999999999999,0,0.0602,92.524,4,0.216,48,metal
Seekers of the Truth,In Vain,1.87e-5,0.349,311034,0.979,0.8190000000000001,5,0.302,-5.5760000000000005,1,0.0962,147.982,4,0.235,27,metal
Behold the Bearer of Light (feat. Trevor Strnad),Inferi,0.00227,0.2339999999999999,391105,0.882,0.648,10,0.107,-5.935,0,0.0716,97.913,3,0.143,16,metal
Proudly Unaccountable,Iron Reagan,7.41e-5,0.494,43453,0.903,9.46e-6,1,0.367,-4.706,1,0.0485,90.405,4,0.5379999999999999,21,metal
Dance of the Sugar Plum Fairy,Jason Richardson,0.0559,0.54,157289,0.532,0.356,4,0.0638,-10.99,0,0.0412,139.966,4,0.37,30,metal
Fairly Local,Johari,0.242,0.618,207130,0.6679999999999999,0.00468,6,0.291,-7.667000000000001,0,0.0313,114.942,4,0.482,38,metal
"Vegeta's Music (From ""Dragon Ball Z"")",Johari,0.032,0.564,202881,0.7959999999999999,0.195,7,0.103,-7.085,0,0.0419,118.03,4,0.133,19,metal
Flame Thrower,Judas Priest,0.000204,0.431,274107,0.875,0.425,7,0.0328,-6.541,1,0.0415,172.042,4,0.764,45,metal
Never The Heroes,Judas Priest,0.0001139999999999,0.607,263973,0.7809999999999999,0.0252,8,0.107,-6.872000000000001,1,0.0349,116.001,4,0.17,51,metal
I Miss You,KIITA,0.365,0.774,209481,0.575,0.0,5,0.12,-4.588,0,0.071,110.01,4,0.155,60,metal
Erase And Diverge,Kalmah,6.52e-6,0.356,252427,0.969,0.82,11,0.0669,-5.545,0,0.0724,190.021,4,0.768,27,metal
The World Of Rage,Kalmah,1.09e-5,0.436,270573,0.967,0.852,1,0.0947,-5.819,0,0.0588,100.994,4,0.252,32,metal
Kevlar Skin,Kamelot,3.26e-5,0.425,245699,0.903,1.64e-5,1,0.196,-4.682,1,0.035,163.985,3,0.2739999999999999,24,metal
Isolation,Khemmis,6.17e-6,0.258,288021,0.942,0.000287,10,0.144,-4.196000000000001,0,0.048,115.051,4,0.4639999999999999,13,metal
Battle Bots,Klayton,0.00163,0.831,74237,0.6809999999999999,0.361,1,0.107,-6.229,1,0.337,118.073,4,0.171,13,metal
Silent Storm,Koma,0.000244,0.48,274305,0.598,0.545,9,0.348,-7.842,0,0.0337,100.002,4,0.157,13,metal
More Weed Less Hate,LONELY KAMEL,0.000433,0.225,335787,0.885,0.643,4,0.212,-6.105,1,0.0798,119.907,4,0.336,0,metal
Pull My Heart Out,Light The Torch,5.6e-6,0.4589999999999999,215680,0.988,0.401,2,0.141,-4.256,1,0.067,92.478,4,0.253,39,metal
The God I Deserve,Light The Torch,1.06e-5,0.38,198573,0.976,0.0061,3,0.36,-3.855,1,0.1009999999999999,154.065,3,0.211,43,metal
The Great Divide,Light The Torch,5.16e-5,0.4379999999999999,196800,0.7559999999999999,0.000386,10,0.0751,-4.49,1,0.036,155.00799999999998,4,0.318,41,metal
The Sound of Violence,Light The Torch,9.66e-6,0.416,155853,0.985,0.00619,11,0.21,-5.705,0,0.125,164.998,4,0.105,37,metal
Airplane Mode - Instrumental,Limbo,0.939,0.433,165500,0.16,0.925,7,0.0908,-20.931,1,0.0958,120.005,4,0.16,18,metal
Morning,Limbo,0.911,0.601,195335,0.379,0.294,11,0.409,-15.276,1,0.0436,74.696,4,0.685,45,metal
Need to Cry,Limbo,0.941,0.3829999999999999,157565,0.535,0.00336,10,0.109,-9.392,1,0.0521,105.982,4,0.1969999999999999,26,metal
Ascending,Long Distance Calling,0.000239,0.225,299261,0.88,0.85,7,0.0619,-6.678,1,0.0356,95.997,4,0.25,41,metal
Like A River,Long Distance Calling,0.0498,0.597,296590,0.746,0.933,9,0.341,-10.444,0,0.0322,124.996,4,0.181,32,metal
Out There,Long Distance Calling,0.000366,0.529,551498,0.846,0.8270000000000001,7,0.098,-7.752999999999999,1,0.0579999999999999,149.934,4,0.0895,39,metal
World Gone Mad,Lords of Black,0.000193,0.474,408336,0.972,0.0148,8,0.158,-2.757,1,0.1009999999999999,75.999,4,0.17,9,metal
Behind A Mask,Machine Head,0.036,0.431,247307,0.6779999999999999,3.8e-5,9,0.0822,-7.119,0,0.0309,160.092,3,0.1689999999999999,38,metal
Eulogy,Machine Head,0.183,0.141,393600,0.276,0.00484,4,0.11,-12.962,1,0.0343,87.462,4,0.0319,32,metal
Razorblade Smile,Machine Head,0.000185,0.395,240067,0.959,0.00123,1,0.0328,-4.512,0,0.107,114.87,4,0.171,38,metal
Superior Firepower,Mammoth Grinder,6.3e-6,0.0513,158651,0.971,0.8490000000000001,1,0.0854,-5.532,0,0.0683,175.15200000000002,4,0.513,28,metal
Centuria - Amoss Remix,Mayhem,0.00964,0.613,291231,0.8009999999999999,0.391,5,0.28,-3.733,0,0.131,172.071,4,0.278,6,metal
Sinister Minds 2018,Mayhem,0.0352,0.821,174625,0.622,0.000287,9,0.103,-11.615,0,0.33,119.98,4,0.429,18,metal
Fool,Memphis May Fire,0.000299,0.542,191750,0.991,0.0,11,0.356,-2.741,0,0.168,120.059,4,0.362,42,metal
Heavy Is The Weight (feat. Andy Mineo),Memphis May Fire,0.0004639999999999,0.556,208125,0.951,0.0,9,0.292,-3.179,1,0.0729,128.05100000000002,4,0.482,55,metal
Leah,Messa,0.0529,0.331,489040,0.485,0.889,5,0.119,-9.4,0,0.0387,122.592,5,0.0788,29,metal
The Seer,Messa,0.0040799999999999,0.311,499880,0.617,0.7190000000000001,7,0.0975,-8.383,0,0.0588,116.241,4,0.272,25,metal
"Eye of the Beholder (Live at Hammersmith Odeon, London, England - October 10th, 1988)",Metallica,0.0097299999999999,0.391,364982,0.836,0.0971,4,0.773,-9.322,0,0.0476,127.413,4,0.32,11,metal
"Hardwired (Live at The Masonic, San Francisco, CA - November 3rd, 2018)",Metallica,0.00739,0.3929999999999999,260969,0.944,0.0896,8,0.746,-7.184,1,0.103,95.926,4,0.176,34,metal
Get It Right,Mind Flood,0.00288,0.615,259918,0.857,0.0,9,0.368,-6.667999999999999,1,0.0963,139.877,4,0.373,0,metal
Incomplete,Mind Flood,0.000287,0.432,230139,0.804,0.0,6,0.102,-5.756,1,0.405,141.887,4,0.58,0,metal
Lites Out,Mind Flood,0.0144,0.7509999999999999,236382,0.895,0.0,2,0.384,-5.47,1,0.0442,136.911,4,0.551,0,metal
Sally Ride,Mind Flood,0.108,0.687,223503,0.774,0.0,7,0.25,-5.26,1,0.1369999999999999,141.982,4,0.327,0,metal
Solar School,Mind Flood,0.0604,0.807,303673,0.591,0.0,2,0.157,-8.155,1,0.573,150.953,4,0.8009999999999999,0,metal
Alle hjerter banker ei,Minneriket,0.0002319999999999,0.379,292075,0.899,0.324,7,0.701,-5.112,1,0.0843,124.989,4,0.0765,0,metal
"Smerte, skjønnhet og Satan",Minneriket,5.0e-6,0.2769999999999999,210181,0.7979999999999999,0.8909999999999999,7,0.65,-5.827000000000001,0,0.0536,159.976,4,0.0394,0,metal
Rocket Freak,Monster Magnet,1.91e-5,0.332,209923,0.986,0.0016,10,0.56,-4.726,0,0.0929,167.12,4,0.391,24,metal
Whispering Spiritscapes,Mournful Congregation,0.00735,0.259,942107,0.353,0.556,6,0.0839,-8.522,0,0.0384,70.152,3,0.141,18,metal
Heart Out,Muppy,0.512,0.8029999999999999,153695,0.764,0.0,0,0.29,-8.291,0,0.368,125.019,4,0.3379999999999999,26,metal
And This Is What the Devil Does - Fade to Black Mix,My Life With The Thrill Kill Kult,4.9e-5,0.588,295269,0.903,0.513,2,0.322,-6.914,1,0.0511,119.999,4,0.845,23,metal
Sex on Wheelz,My Life With The Thrill Kill Kult,0.000104,0.64,299440,0.885,0.0784,0,0.904,-9.474,1,0.0486,131.755,4,0.936,18,metal
The International Sin Set,My Life With The Thrill Kill Kult,3.15e-5,0.645,347893,0.688,0.231,5,0.176,-9.403,0,0.0449,117.355,4,0.784,25,metal
Hot Stuff,Mystic Prophecy,3.13e-6,0.476,226960,0.906,2.21e-6,5,0.327,-5.541,0,0.0446,132.124,4,0.395,42,metal
Home Sweet Home,Mötley Crüe,0.0844,0.401,238973,0.737,2.63e-6,5,0.173,-7.684,1,0.0342,76.727,4,0.152,62,metal
Piece Of Your Action,Mötley Crüe,6.61e-5,0.446,279240,0.862,0.0017,0,0.0761,-7.612999999999999,0,0.0381,134.14600000000002,4,0.629,61,metal
Red Hot,Mötley Crüe,0.0139999999999999,0.486,201520,0.901,0.421,7,0.0653,-6.274,1,0.0421,117.175,4,0.605,61,metal
Shout At The Devil,Mötley Crüe,0.0199,0.504,194040,0.928,0.000108,0,0.107,-6.379,1,0.0664,94.847,4,0.526,62,metal
Too Young To Fall In Love,Mötley Crüe,0.143,0.488,212067,0.7490000000000001,0.053,7,0.0708,-7.423999999999999,0,0.0336,99.61,4,0.8420000000000001,61,metal
Killing Time (And Space),Nekrogoblikon,0.000962,0.482,201285,0.996,0.171,4,0.221,-2.738,0,0.0946,157.046,4,0.497,33,metal
The Skin Thief,Nekrogoblikon,0.00022,0.515,188401,0.993,0.021,9,0.462,-3.771,0,0.123,114.83,3,0.286,34,metal
Copper Wasp,Night Verses,7.46e-5,0.312,291615,0.8440000000000001,0.813,8,0.366,-6.16,1,0.0369,124.993,4,0.287,18,metal
Elvenpath - Remastered,Nightwish,0.000392,0.461,282204,0.912,0.102,9,0.106,-7.15,1,0.098,145.537,4,0.223,30,metal
My Walden - Remastered,Nightwish,0.00134,0.312,281981,0.721,0.0422,2,0.344,-9.736,1,0.0381,141.055,4,0.332,28,metal
Nemo - Remastered,Nightwish,0.00291,0.492,276121,0.6729999999999999,1.1e-5,0,0.0508,-8.673,0,0.0325,125.048,4,0.456,32,metal
"Nightwish - Demo, Remastered",Nightwish,0.503,0.589,348582,0.374,0.000737,9,0.115,-12.863,0,0.0346,121.236,4,0.0444,22,metal
The Poet And The Pendulum - Remastered,Nightwish,0.0102,0.3939999999999999,834465,0.615,0.0339,7,0.0985,-10.507,0,0.0399,144.95600000000002,4,0.188,29,metal
God Break Down the Door,Nine Inch Nails,0.2689999999999999,0.33,254958,0.971,0.945,0,0.155,-4.543,1,0.139,113.931,3,0.153,42,metal
"Quantum Flux - Live in Manchester, Uk",Northlane,0.0318,0.469,247080,0.954,0.0597,8,0.0899,-6.809,1,0.141,109.942,4,0.133,26,metal
"Worldeater - Live in Brisbane, Australia",Northlane,0.0036,0.515,228840,0.982,0.804,1,0.428,-6.229,1,0.0999,109.974,4,0.127,24,metal
Niiv’s Cauldron,OMNIA,0.193,0.282,372987,0.616,0.00227,1,0.212,-8.728,0,0.0308,166.017,1,0.331,34,metal
Shaman of Chaos,OMNIA,0.211,0.552,251107,0.536,0.883,7,0.114,-11.684,1,0.0302,100.039,4,0.207,37,metal
Forever YDG'n,Of Mice & Men,5.2900000000000005e-5,0.531,235851,0.971,0.00108,0,0.319,-4.174,1,0.086,134.99200000000002,4,0.228,41,metal
Instincts,Of Mice & Men,4.04e-5,0.418,260509,0.983,0.0559999999999999,1,0.29,-3.716,1,0.0679,161.077,4,0.3939999999999999,55,metal
Always Southern California,P.O.D.,7.7e-5,0.474,190827,0.873,0.153,1,0.0898,-5.206,1,0.0519,95.011,4,0.391,53,metal
A Cross Abandoned,Panopticon,0.67,0.184,358814,0.386,0.6659999999999999,7,0.089,-10.977,1,0.0318,130.546,4,0.0495,20,metal
Not Much Will Change When I'm Gone,Panopticon,0.737,0.488,300000,0.402,0.551,7,0.386,-12.826,1,0.0319,120.073,4,0.161,19,metal
Sheep in Wolves Clothing,Panopticon,3.64e-5,0.0747,412264,0.747,0.94,5,0.354,-9.274,1,0.0968,173.65,4,0.0328,25,metal
The Devil Walked the Woods,Panopticon,0.755,0.5479999999999999,205903,0.46,0.182,7,0.126,-12.793,0,0.0305,100.083,4,0.249,17,metal
Becoming - Live,Pantera,0.000108,0.258,303347,0.956,0.0421,1,0.401,-5.725,1,0.113,129.349,4,0.2,17,metal
Come Around,Papa Roach,0.0555,0.431,210962,0.903,0.00217,2,0.0883,-5.462000000000001,1,0.125,186.036,4,0.133,63,metal
Last Resort - The Rework,Papa Roach,0.000944,0.551,288000,0.962,0.000174,11,0.138,-3.856,0,0.237,155.10399999999998,4,0.512,67,metal
Renegade Music,Papa Roach,0.000307,0.368,209520,0.8690000000000001,0.000279,2,0.121,-5.534,1,0.0828,172.202,4,0.4029999999999999,45,metal
Absolute Power,Parkway Drive,0.00154,0.505,222975,0.892,0.00541,6,0.0919,-4.41,1,0.0384,155.095,4,0.361,55,metal
Cemetery Bloom,Parkway Drive,0.0324,0.523,190193,0.477,0.1169999999999999,7,0.159,-9.114,1,0.0373,120.047,4,0.0352,50,metal
The Void,Parkway Drive,0.000432,0.5710000000000001,233080,0.954,0.0014,2,0.0579999999999999,-3.399,0,0.0464,123.051,4,0.53,64,metal
Garden in the Bones,Periphery,0.0057,0.517,356507,0.971,3.75e-5,4,0.325,-5.189,1,0.0778,135.004,4,0.363,51,metal
Salt + Charcoal,Plini,0.131,0.4379999999999999,260273,0.889,0.7140000000000001,8,0.1169999999999999,-6.939,1,0.0655,130.42600000000002,1,0.494,36,metal
Death Note (feat. Ichika),Polyphia,0.000719,0.616,220116,0.812,0.71,7,0.293,-5.034,0,0.0274,132.94899999999998,4,0.441,50,metal
Drown (feat. Mateus Asato),Polyphia,0.00597,0.609,234129,0.828,0.685,4,0.141,-6.513999999999999,0,0.0409999999999999,95.677,4,0.178,47,metal
G.O.A.T.,Polyphia,0.000601,0.66,215999,0.76,0.312,11,0.0949,-5.488,0,0.0332,107.028,4,0.359,55,metal
Nasty (feat. Jason Richardson),Polyphia,0.000696,0.581,280314,0.816,0.885,2,0.531,-5.238,0,0.0471,129.988,4,0.45,54,metal
O.D.,Polyphia,0.000569,0.633,202163,0.851,0.898,11,0.14,-5.724,0,0.0685,136.06,4,0.5920000000000001,53,metal
Moonrise Kingdom,Prima,0.821,0.5529999999999999,129985,0.476,0.773,10,0.154,-11.847,1,0.0874,83.053,4,0.257,40,metal
Exile Amongst the Ruins,Primordial,0.0026899999999999,0.135,479763,0.782,0.00583,4,0.251,-6.891,0,0.0439,158.15200000000002,1,0.0596,29,metal
Heart Afire,Prophets Of Rage,0.00309,0.6659999999999999,157656,0.967,0.0293,2,0.331,-4.573,1,0.104,131.982,4,0.504,47,metal
Aiwa,RIOT,0.00247,0.5820000000000001,278370,0.938,0.233,7,0.767,-1.041,1,0.352,150.115,4,0.369,46,metal
Wake Up (RIOT VIP),RIOT,0.0251,0.341,292916,0.995,7.01e-5,7,0.713,0.052,1,0.626,160.311,4,0.0801,55,metal
DEUTSCHLAND,Rammstein,7.69e-5,0.515,322587,0.906,0.431,7,0.0934,-4.982,1,0.0445,120.132,4,0.1939999999999999,84,metal
Set Me Free,Resist The Thought,0.0001,0.138,263523,0.948,0.665,1,0.148,-4.708,0,0.0987,70.15,4,0.127,14,metal
Bonecrusher,Revel In Flesh,4.14e-6,0.397,418873,0.956,0.879,7,0.94,-5.125,1,0.1009999999999999,129.90200000000002,4,0.118,12,metal
Male Argos,Revolution 5000,0.467,0.86,201352,0.366,0.0,10,0.363,-13.939,0,0.213,118.073,4,0.192,5,metal
She Is Just That Type of Chick,Revolution 5000,0.0482,0.7659999999999999,271334,0.426,0.0,7,0.121,-13.357,1,0.535,149.984,4,0.546,4,metal
Cancer / Moonspeak,Rivers of Nihil,0.3939999999999999,0.127,104894,0.0306,0.901,2,0.13,-21.117,1,0.0436,79.743,5,0.0349,39,metal
Subtle Change (Including the Forest of Transition and Dissatisfaction Dance),Rivers of Nihil,0.000364,0.318,514146,0.828,0.7559999999999999,8,0.287,-7.042999999999999,0,0.0691,159.963,4,0.0767,41,metal
Terrestria III: Wither,Rivers of Nihil,0.0012,0.5589999999999999,229240,0.505,0.907,1,0.11,-9.69,1,0.0316,119.942,4,0.0345,37,metal
BROKEN GIRLS,Saba,0.322,0.6629999999999999,277333,0.5720000000000001,0.0,10,0.171,-10.593,0,0.102,117.051,4,0.494,60,metal
Busy,Saba,0.362,0.741,202267,0.451,5.63e-6,1,0.0957,-6.381,1,0.4039999999999999,133.995,4,0.732,36,metal
LOGOUT,Saba,0.0102,0.787,150108,0.382,0.0,1,0.092,-9.983,1,0.45,86.779,4,0.392,60,metal
Papaya,Saba,0.235,0.746,236040,0.584,0.0,6,0.108,-7.01,1,0.368,138.56799999999998,4,0.649,50,metal
Nosferatu (Raw Version),Saxon,0.0013,0.387,301409,0.904,5.01e-5,10,0.311,-5.721,0,0.0776,194.984,3,0.251,22,metal
Predator,Saxon,0.000136,0.511,197920,0.96,0.00282,10,0.155,-5.087,0,0.0942,130.105,4,0.3779999999999999,34,metal
The Secret Of Flight,Saxon,6.29e-5,0.485,302520,0.963,0.00129,10,0.161,-4.37,0,0.0679,100.036,4,0.3879999999999999,37,metal
BXILING PXINT,Scarlxrd,0.344,0.618,169231,0.98,0.0,4,0.3829999999999999,-0.7490000000000001,0,0.132,117.125,4,0.155,55,metal
STFU,Scarlxrd,0.4579999999999999,0.7290000000000001,186475,0.8370000000000001,9.61e-5,1,0.107,-3.999,1,0.261,139.019,4,0.511,61,metal
we waste time FADED,Scarlxrd,0.0522,0.555,147429,0.974,0.0,10,0.302,-0.6609999999999999,1,0.0525,140.059,4,0.123,29,metal
Unfinished Business,Scissorfight,0.000248,0.375,199631,0.955,0.2339999999999999,6,0.237,-5.957999999999999,1,0.113,154.995,4,0.316,13,metal
Against The Wall - Acoustic Version,Seether,0.255,0.58,206825,0.488,2.63e-5,1,0.108,-10.585,1,0.0262,131.998,4,0.13,60,metal
Unforgiven,Sevendust,2.7399999999999995e-5,0.24,234632,0.96,4.38e-5,1,0.192,-4.007,1,0.349,133.679,4,0.445,44,metal
KILL YOUR CONSCIENCE,Shinedown,0.0139,0.7120000000000001,232333,0.852,0.0,6,0.626,-3.03,0,0.0555,128.009,4,0.621,58,metal
PYRO,Shinedown,1.36e-5,0.456,230893,0.978,0.816,4,0.133,-3.4610000000000003,0,0.1009999999999999,148.06,4,0.226,53,metal
THE ENTRANCE,Shinedown,0.251,0.765,39267,0.355,0.3429999999999999,0,0.104,-22.395,0,0.0557,92.648,4,0.0288,47,metal
THE HUMAN RADIO,Shinedown,0.000742,0.469,249067,0.754,0.00514,4,0.165,-4.166,0,0.0502,171.952,4,0.573,55,metal
Fen of Shadows,Skeletonwitch,7.22e-6,0.379,478507,0.898,0.469,4,0.484,-4.955,0,0.0674,140.041,4,0.0696,39,metal
Nosebleed Exotica,Skreck,0.107,0.95,60526,0.615,0.959,6,0.073,-7.81,1,0.445,120.027,4,0.0347,0,metal
Antarcticans Thawed,Sleep,0.0216,0.115,863173,0.701,0.65,5,0.103,-8.412,1,0.0423,80.244,4,0.0687,39,metal
Sonic Titan,Sleep,0.00112,0.192,746533,0.735,0.787,5,0.221,-8.816,1,0.0442,111.174,4,0.348,41,metal
Salt Thrower,Slugdge,4.6e-5,0.1939999999999999,534000,0.928,0.457,8,0.614,-6.985,0,0.139,97.037,3,0.158,29,metal
The Spectral Burrows,Slugdge,3.27e-6,0.412,349507,0.954,0.492,6,0.865,-6.784,0,0.109,131.127,4,0.551,34,metal
Transilvanian Fungus,Slugdge,3.47e-6,0.368,448994,0.924,0.61,0,0.125,-6.192,1,0.0769,124.998,3,0.17,29,metal
Religion of Man,Somali Yacht Club,0.0001699999999999,0.297,722000,0.716,0.6890000000000001,2,0.093,-6.769,1,0.04,120.058,4,0.107,24,metal
Gucci Belt,Soup,0.395,0.66,147592,0.516,0.0,7,0.304,-8.662,1,0.417,73.45100000000001,4,0.487,53,metal
Bemused and Gone,Spaceslug,0.0433,0.268,306000,0.619,0.951,6,0.0906,-9.143,0,0.0356,108.954,4,0.166,26,metal
Anyway,Specimen,0.0184,0.81,144405,0.446,0.961,0,0.196,-8.499,0,0.0962,122.965,4,0.782,31,metal
Hydrograd,Stone Sour,0.000294,0.461,277360,0.939,0.000162,1,0.313,-3.857,1,0.0657,150.02,4,0.498,39,metal
Knievel Has Landed,Stone Sour,0.000231,0.437,241280,0.983,0.00862,1,0.107,-4.289,1,0.0762,95.896,4,0.25,39,metal
Mercy - Acoustic,Stone Sour,0.331,0.6609999999999999,200320,0.894,2.36e-5,8,0.457,-6.279,0,0.0284,139.108,4,0.73,38,metal
Rose Red Violent Blue (This Song Is Dumb & So Am I) - Acoustic,Stone Sour,0.1689999999999999,0.616,291973,0.708,7.15e-5,1,0.118,-6.772,1,0.032,80.015,4,0.619,38,metal
Unchained,Stone Sour,0.000935,0.564,206133,0.909,3.46e-5,1,0.0744,-4.343,1,0.0391,137.746,4,0.376,37,metal
All or Nothing,Sylar,0.00103,0.466,198145,0.954,2.94e-6,7,0.111,-5.077,1,0.3329999999999999,198.049,4,0.325,55,metal
Ego Death,Terraform,0.00042,0.535,330000,0.936,0.1159999999999999,5,0.0439,-4.346,0,0.0612,109.969,4,0.292,18,metal
Juno,TesseracT,0.00509,0.586,312789,0.895,0.00814,5,0.139,-6.35,0,0.0486,108.008,3,0.276,50,metal
Orbital,TesseracT,0.86,0.288,139053,0.2689999999999999,0.964,1,0.0812,-15.22,1,0.0602,120.004,3,0.0559999999999999,41,metal
The Gifthorse,The Amity Affliction,0.113,0.573,202187,0.44,1.92e-6,11,0.131,-8.681000000000001,0,0.0276,100.021,4,0.251,54,metal
Actual Human Blood,The Atlas Moth,4.71e-6,0.409,274867,0.99,0.875,4,0.191,-4.553,0,0.088,130.033,3,0.0954,12,metal
Chloroform,The Atlas Moth,4.8200000000000006e-5,0.508,350920,0.7609999999999999,0.89,9,0.0688,-6.3,0,0.0478,111.972,4,0.344,9,metal
Galactic Brain,The Atlas Moth,1.98e-5,0.3929999999999999,350307,0.96,0.0983,1,0.0535,-5.0680000000000005,0,0.128,140.033,4,0.151,16,metal
Smiling Knife,The Atlas Moth,5.8e-5,0.431,336373,0.967,0.865,2,0.0712,-5.112,1,0.0712,142.011,4,0.266,10,metal
Demeter,The Dali Thundering Concept,0.00543,0.472,279271,0.833,0.209,5,0.478,-8.141,1,0.0854,120.021,4,0.0536,20,metal
Ink (feat. Adam Warren from Oceano),The Dali Thundering Concept,0.000147,0.289,260266,0.941,0.941,10,0.374,-5.931,0,0.1689999999999999,140.04,4,0.285,26,metal
Ostrich Dynasty,The Dali Thundering Concept,0.000423,0.557,300604,0.887,0.867,10,0.354,-6.275,0,0.1009999999999999,129.982,4,0.304,30,metal
Utopia (feat. Philipe Charny Dewandre from Kadinja),The Dali Thundering Concept,0.0014,0.3879999999999999,333171,0.934,0.313,1,0.373,-5.462999999999999,1,0.105,116.898,4,0.361,21,metal
One of Us is the Killer,The Dillinger Escape Plan,0.000567,0.46,208177,0.794,2.43e-5,10,0.109,-5.697,1,0.0427,127.939,4,0.0987,24,metal
Wolf Totem,The HU,0.205,0.529,335402,0.7440000000000001,0.0328,8,0.964,-9.648,1,0.0419,172.045,4,0.382,52,metal
Chris,The One Shot Finalists,9.27e-6,0.726,51226,0.44,0.966,2,0.162,-15.993,0,0.0607,93.874,4,0.472,0,metal
Ferrari,The One Shot Finalists,0.0296,0.7509999999999999,167613,0.605,0.0,1,0.115,-9.782,0,0.0692,115.967,4,0.119,0,metal
Influence,The One Shot Finalists,0.0147,0.7759999999999999,280190,0.6579999999999999,0.174,2,0.1009999999999999,-9.436,0,0.168,84.02,4,0.2019999999999999,0,metal
Lambos,The One Shot Finalists,0.00251,0.648,241580,0.4029999999999999,0.682,5,0.183,-13.47,1,0.0334,162.97899999999998,4,0.481,0,metal
Pocket Change,The One Shot Finalists,0.00809,0.708,220200,0.7290000000000001,0.8759999999999999,1,0.0642,-4.821000000000001,1,0.0496,140.207,4,0.184,0,metal
Point Blank,The One Shot Finalists,0.00336,0.52,259579,0.589,0.835,1,0.168,-11.899,1,0.0316,148.991,4,0.3,0,metal
Queen,The One Shot Finalists,0.0388,0.7979999999999999,213893,0.564,2.71e-5,1,0.0778,-8.65,1,0.14,137.086,4,0.368,0,metal
Rubberband Grams,The One Shot Finalists,3.11e-5,0.565,265639,0.674,0.8320000000000001,11,0.138,-11.781,0,0.0446,152.03799999999998,4,0.484,0,metal
Shattered Dimensions,The One Shot Finalists,0.695,0.536,273659,0.299,0.904,9,0.121,-19.253,0,0.2319999999999999,100.002,4,0.0438,0,metal
Vibes,The One Shot Finalists,0.00963,0.59,268906,0.524,0.948,10,0.109,-10.15,0,0.0395,130.952,4,0.0904,0,metal
County Clare,The Rumpled,0.0004469999999999,0.522,210693,0.916,0.000338,7,0.297,-5.924,1,0.0316,150.046,4,0.7040000000000001,35,metal
Jig of Death,The Rumpled,0.0001159999999999,0.4639999999999999,149947,0.889,0.00942,7,0.1889999999999999,-5.589,1,0.0338,160.09799999999998,4,0.871,20,metal
Reprise,The Sword,0.43,0.2789999999999999,100760,0.6779999999999999,0.969,1,0.1119999999999999,-8.001,1,0.0411,124.222,4,0.0435,0,metal
Sea Of Green,The Sword,0.01,0.455,337400,0.653,0.0627,8,0.175,-7.848,1,0.0377,174.093,4,0.524,0,metal
Mad Dictator,Traitor,0.000162,0.3379999999999999,267253,0.974,0.53,11,0.153,-2.977,1,0.122,110.022,4,0.415,6,metal
Purgatorio,Tribulation,0.918,0.449,220067,0.179,0.933,7,0.106,-17.921,0,0.0325,129.93,3,0.0317,29,metal
Subterranea,Tribulation,0.00364,0.295,323933,0.946,0.0102,2,0.131,-7.532,1,0.048,129.689,4,0.0964,31,metal
Bring It Back (with Mike WiLL Made-It feat. Drake),Trouble,0.154,0.8809999999999999,255089,0.257,0.0,6,0.108,-7.796,0,0.49,151.97799999999998,4,0.215,57,metal
Kesha Dem (with Mike WiLL Made-It feat. Offset),Trouble,0.0138,0.938,198261,0.494,0.0,11,0.317,-7.794,1,0.337,137.96200000000002,4,0.7120000000000001,50,metal
Ms. Cathy & Ms. Connie (with Mike WiLL Made-It feat. Boosie Badazz),Trouble,0.166,0.634,192014,0.5920000000000001,0.0,6,0.207,-7.193,0,0.248,75.032,4,0.377,0,metal
